"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","jfz1r03h11",,,,"User:","stack"
"Cmdline:","dstat -tcmndrylpg --tcp --output /opt/stack/logs/dstat-csv.log",,,,"Date:","02 Jan 2019 11:45:36 PST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
02-01 14:05:17,0.667,0.486,98.833,0.0,0.0,0.014,23744823296.0,326651904.0,7341461504.0,2.3902461952e+11,358.0,286.0,0.0,0.0,0.0,0.0,1649.0,6950.0,0.190,0.460,0.590,1.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:18,0.445,0.390,99.151,0.0,0.0,0.014,23744192512.0,326651904.0,7341461504.0,2.39025250304e+11,120.0,42.0,0.0,32768.0,0.0,4.0,1389.0,4921.0,0.190,0.460,0.590,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:19,0.639,0.458,98.903,0.0,0.0,0.0,23744659456.0,326651904.0,7341465600.0,2.39024779264e+11,120.0,42.0,0.0,151552.0,0.0,17.0,1356.0,5663.0,0.190,0.460,0.590,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:20,0.473,0.375,99.152,0.0,0.0,0.0,23744921600.0,326651904.0,7341465600.0,2.3902451712e+11,634.0,402.0,0.0,40960.0,0.0,8.0,1414.0,5085.0,0.170,0.450,0.590,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:21,1.293,0.584,98.109,0.0,0.0,0.014,23744684032.0,326651904.0,7341559808.0,2.3902466048e+11,642.0,334.0,0.0,299008.0,0.0,3.0,2147.0,10666.0,0.170,0.450,0.590,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:22,0.431,0.292,99.277,0.0,0.0,0.0,23744593920.0,326651904.0,7341641728.0,2.39024668672e+11,404.0,212.0,0.0,0.0,0.0,0.0,1281.0,4758.0,0.170,0.450,0.590,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:23,0.473,0.236,99.291,0.0,0.0,0.0,23743565824.0,326651904.0,7306506240.0,2.39060832256e+11,674.0,552.0,0.0,73728.0,0.0,4.0,1335.0,4847.0,0.170,0.450,0.590,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:24,0.542,0.417,99.026,0.0,0.0,0.014,23743455232.0,326651904.0,7306510336.0,2.39060938752e+11,298.0,244.0,0.0,180224.0,0.0,17.0,1607.0,5882.0,0.170,0.450,0.590,1.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:25,0.570,0.292,99.123,0.0,0.0,0.014,23743553536.0,326651904.0,7306539008.0,2.39060811776e+11,60.0,0.0,0.0,0.0,0.0,0.0,1569.0,5414.0,0.160,0.450,0.590,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:26,0.557,0.376,99.068,0.0,0.0,0.0,23743246336.0,326651904.0,7306559488.0,2.39061098496e+11,1122.0,530.0,0.0,868352.0,0.0,2.0,1476.0,6027.0,0.160,0.450,0.590,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:27,1.460,0.793,97.719,0.0,0.0,0.028,23748530176.0,326651904.0,7306649600.0,2.39055724544e+11,536.0,318.0,0.0,57344.0,0.0,7.0,2242.0,7788.0,0.160,0.450,0.590,2.0,0.0,18.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:28,0.542,0.278,99.180,0.0,0.0,0.0,23746666496.0,326651904.0,7306653696.0,2.39057584128e+11,576.0,13378.0,0.0,24576.0,0.0,4.0,1474.0,5370.0,0.160,0.450,0.590,1.0,0.0,4.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:29,0.585,0.306,99.095,0.0,0.0,0.014,23747899392.0,326651904.0,7306653696.0,2.39056351232e+11,1392.0,16704.0,0.0,28672.0,0.0,4.0,1578.0,6144.0,0.160,0.450,0.590,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:30,0.640,0.292,99.068,0.0,0.0,0.0,23747637248.0,326651904.0,7306657792.0,2.3905660928e+11,180.0,0.0,0.0,49152.0,0.0,8.0,1559.0,5221.0,0.150,0.440,0.580,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:31,1.444,0.625,97.917,0.0,0.0,0.014,23749197824.0,326651904.0,7306747904.0,2.39054958592e+11,60.0,0.0,0.0,110592.0,0.0,23.0,2178.0,10863.0,0.150,0.440,0.580,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:32,0.459,0.237,99.304,0.0,0.0,0.0,23749246976.0,326651904.0,7306833920.0,2.39054823424e+11,166.0,106.0,0.0,0.0,0.0,0.0,2648.0,4840.0,0.150,0.440,0.580,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:33,0.487,0.334,99.180,0.0,0.0,0.0,23748091904.0,326651904.0,7306838016.0,2.390559744e+11,986.0,530.0,0.0,45056.0,0.0,8.0,1474.0,5164.0,0.150,0.440,0.580,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:34,0.446,0.265,99.276,0.014,0.0,0.0,23747952640.0,326651904.0,7306838016.0,2.39056113664e+11,338.0,212.0,0.0,651264.0,0.0,28.0,1292.0,5479.0,0.150,0.440,0.580,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:35,0.583,0.320,99.097,0.0,0.0,0.0,23746789376.0,326651904.0,7306838016.0,2.39057276928e+11,642.0,318.0,0.0,0.0,0.0,0.0,1346.0,5108.0,0.220,0.450,0.580,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:36,0.460,0.321,99.205,0.0,0.0,0.014,23749210112.0,326651904.0,7306862592.0,2.39054831616e+11,806.0,5950.0,0.0,20480.0,0.0,2.0,1501.0,6130.0,0.220,0.450,0.580,2.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:37,0.695,0.472,98.819,0.0,0.0,0.014,23747850240.0,326651904.0,7306944512.0,2.39056109568e+11,248.0,138.0,0.0,0.0,0.0,0.0,1601.0,6950.0,0.220,0.450,0.580,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:38,0.514,0.320,99.166,0.0,0.0,0.0,23748612096.0,326651904.0,7306944512.0,2.39055347712e+11,3978.0,21730.0,0.0,81920.0,0.0,5.0,1456.0,5201.0,0.220,0.450,0.580,2.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:39,0.667,0.486,98.819,0.0,0.0,0.028,23748636672.0,326651904.0,7306948608.0,2.3905531904e+11,668.0,5174.0,0.0,151552.0,0.0,17.0,1474.0,5883.0,0.220,0.450,0.580,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:40,0.418,0.209,99.373,0.0,0.0,0.0,23746203648.0,326651904.0,7306948608.0,2.39057752064e+11,986.0,1082.0,0.0,0.0,0.0,0.0,1408.0,5051.0,0.200,0.440,0.580,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:41,1.181,0.681,98.124,0.0,0.0,0.014,23745564672.0,326651904.0,7307096064.0,2.39058243584e+11,126.0,0.0,0.0,61440.0,0.0,6.0,2154.0,10837.0,0.200,0.440,0.580,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:42,0.403,0.389,99.207,0.0,0.0,0.0,23745413120.0,326651904.0,7307120640.0,2.3905837056e+11,232.0,106.0,0.0,0.0,0.0,0.0,1385.0,4763.0,0.200,0.440,0.580,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:43,0.445,0.250,99.305,0.0,0.0,0.0,23745789952.0,326651904.0,7307124736.0,2.39057989632e+11,920.0,546.0,0.0,24576.0,0.0,4.0,1320.0,4790.0,0.200,0.440,0.580,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:44,0.418,0.251,99.331,0.0,0.0,0.0,23746809856.0,326651904.0,7307128832.0,2.39056965632e+11,576.0,366.0,0.0,167936.0,0.0,19.0,1358.0,5632.0,0.200,0.440,0.580,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:45,0.515,0.320,99.165,0.0,0.0,0.0,23745892352.0,326651904.0,7307128832.0,2.39057883136e+11,120.0,42.0,0.0,0.0,0.0,0.0,1408.0,5413.0,0.180,0.430,0.580,3.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:46,0.736,0.486,98.778,0.0,0.0,0.0,23746379776.0,326651904.0,7307149312.0,2.39057375232e+11,748.0,424.0,0.0,0.0,0.0,0.0,1546.0,6212.0,0.180,0.430,0.580,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:47,0.723,0.431,98.846,0.0,0.0,0.0,23746678784.0,326651904.0,7307227136.0,2.390569984e+11,576.0,350.0,0.0,0.0,0.0,0.0,1546.0,6855.0,0.180,0.430,0.580,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:48,0.417,0.403,99.180,0.0,0.0,0.0,23746547712.0,326651904.0,7307231232.0,2.39057125376e+11,1598.0,790.0,0.0,53248.0,0.0,10.0,1413.0,4931.0,0.180,0.430,0.580,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,1.0,208.0
02-01 14:05:49,0.836,0.571,98.551,0.0,0.0,0.042,23746883584.0,326651904.0,7307251712.0,2.39056769024e+11,748.0,456.0,0.0,0.0,0.0,0.0,2174.0,15952.0,0.180,0.430,0.580,2.0,0.0,3.0,0.0,0.0,22.0,786.0,0.0,1.0,208.0
02-01 14:05:50,1.084,0.445,98.388,0.0,0.0,0.083,23746392064.0,326651904.0,7307587584.0,2.39056924672e+11,404.0,212.0,0.0,36864.0,0.0,5.0,2257.0,13410.0,0.170,0.420,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:51,1.283,0.586,98.132,0.0,0.0,0.0,23786655744.0,326651904.0,7307730944.0,2.39016517632e+11,682.0,456.0,0.0,0.0,0.0,0.0,2210.0,10596.0,0.170,0.420,0.570,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:52,0.417,0.334,99.249,0.0,0.0,0.0,23786971136.0,326651904.0,7307759616.0,2.39016173568e+11,774.0,834.0,0.0,0.0,0.0,0.0,1326.0,4890.0,0.170,0.420,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:53,0.542,0.347,99.111,0.0,0.0,0.0,23786541056.0,326651904.0,7307763712.0,2.39016599552e+11,60.0,0.0,0.0,32768.0,0.0,4.0,1503.0,5116.0,0.170,0.420,0.570,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:54,0.723,0.361,98.916,0.0,0.0,0.0,23785529344.0,326651904.0,7307763712.0,2.39017611264e+11,576.0,318.0,0.0,327680.0,0.0,24.0,1584.0,6061.0,0.170,0.420,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:55,0.542,0.334,99.110,0.0,0.0,0.014,23785152512.0,326651904.0,7307767808.0,2.39017984e+11,482.0,366.0,0.0,40960.0,0.0,8.0,1515.0,5354.0,0.150,0.420,0.570,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:56,0.764,0.375,98.861,0.0,0.0,0.0,23784960000.0,326651904.0,7307784192.0,2.39018160128e+11,60.0,0.0,0.0,950272.0,0.0,3.0,1501.0,6043.0,0.150,0.420,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:57,0.779,0.376,98.845,0.0,0.0,0.0,23784435712.0,326651904.0,7307866112.0,2.39018602496e+11,60.0,0.0,0.0,0.0,0.0,0.0,1797.0,7108.0,0.150,0.420,0.570,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:58,0.514,0.361,99.110,0.0,0.0,0.014,23784939520.0,326651904.0,7307870208.0,2.39018094592e+11,808.0,440.0,0.0,53248.0,0.0,5.0,1350.0,4948.0,0.150,0.420,0.570,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:05:59,0.544,0.251,99.192,0.0,0.0,0.014,23784308736.0,326651904.0,7307870208.0,2.39018725376e+11,232.0,122.0,0.0,32768.0,0.0,4.0,1389.0,5644.0,0.150,0.420,0.570,1.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:00,0.626,0.361,98.999,0.0,0.0,0.014,23784275968.0,326651904.0,7307874304.0,2.39018754048e+11,60.0,0.0,0.0,49152.0,0.0,8.0,1617.0,5481.0,0.140,0.410,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:01,1.472,0.639,97.848,0.0,0.0,0.042,23783899136.0,326651904.0,7307993088.0,2.39019012096e+11,60.0,0.0,0.0,24576.0,0.0,4.0,2394.0,10881.0,0.140,0.410,0.570,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:02,0.542,0.320,99.138,0.0,0.0,0.0,23784071168.0,326651904.0,7308054528.0,2.39018778624e+11,576.0,334.0,0.0,0.0,0.0,0.0,1505.0,5137.0,0.140,0.410,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:03,0.473,0.306,99.221,0.0,0.0,0.0,23783178240.0,326651904.0,7308058624.0,2.39019667456e+11,596.0,752.0,0.0,45056.0,0.0,8.0,1312.0,4961.0,0.140,0.410,0.570,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:04,0.487,0.362,99.152,0.0,0.0,0.0,23783141376.0,326651904.0,7308058624.0,2.3901970432e+11,120.0,0.0,0.0,589824.0,0.0,25.0,1386.0,5203.0,0.140,0.410,0.570,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:05,0.528,0.320,99.152,0.0,0.0,0.0,23782944768.0,326651904.0,7308062720.0,2.39019896832e+11,404.0,212.0,0.0,0.0,0.0,0.0,1480.0,5198.0,0.130,0.400,0.560,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:06,0.695,0.431,98.875,0.0,0.0,0.0,23782461440.0,326651904.0,7308083200.0,2.3902035968e+11,672.0,244.0,0.0,110592.0,0.0,24.0,2222.0,6220.0,0.130,0.400,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:07,0.585,0.362,99.040,0.0,0.0,0.014,23782125568.0,326651904.0,7308161024.0,2.39020617728e+11,1888.0,1652.0,0.0,0.0,0.0,0.0,1528.0,6827.0,0.130,0.400,0.560,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:08,0.431,0.334,99.235,0.0,0.0,0.0,23781797888.0,326651904.0,7308165120.0,2.39020941312e+11,524.0,212.0,0.0,40960.0,0.0,5.0,1360.0,4973.0,0.130,0.400,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:09,0.682,0.320,98.984,0.0,0.0,0.014,23781408768.0,326651904.0,7308165120.0,2.39021330432e+11,880.0,748.0,0.0,40960.0,0.0,8.0,1620.0,5903.0,0.130,0.400,0.560,1.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:10,0.639,0.278,99.069,0.014,0.0,0.0,23781539840.0,326651904.0,7308169216.0,2.39021195264e+11,180.0,0.0,0.0,131072.0,0.0,11.0,1333.0,4947.0,0.200,0.410,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:11,1.249,0.694,98.042,0.0,0.0,0.014,23781146624.0,326651904.0,7308292096.0,2.390214656e+11,1792.0,1174.0,0.0,12288.0,0.0,1.0,2104.0,10692.0,0.200,0.410,0.570,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:12,0.501,0.292,99.207,0.0,0.0,0.0,23780454400.0,326651904.0,7308345344.0,2.39022104576e+11,4160.0,3340.0,0.0,0.0,0.0,0.0,1412.0,5035.0,0.200,0.410,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:13,0.445,0.403,99.153,0.0,0.0,0.0,23779880960.0,326651904.0,7308345344.0,2.39022678016e+11,436.0,310.0,0.0,36864.0,0.0,4.0,1352.0,4928.0,0.200,0.410,0.570,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:14,0.571,0.334,99.095,0.0,0.0,0.0,23783440384.0,326651904.0,7308349440.0,2.39019114496e+11,1100.0,3830.0,0.0,155648.0,0.0,17.0,1406.0,5748.0,0.200,0.410,0.570,2.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:15,0.694,0.278,99.014,0.0,0.0,0.014,23784202240.0,326651904.0,7308353536.0,2.39018348544e+11,816.0,220.0,0.0,0.0,0.0,0.0,1408.0,5225.0,0.260,0.420,0.570,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:16,0.625,0.583,98.791,0.0,0.0,0.0,23784992768.0,326651904.0,7308374016.0,2.39017537536e+11,2756.0,2748.0,0.0,57344.0,0.0,6.0,1617.0,6212.0,0.260,0.420,0.570,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:17,0.819,0.361,98.820,0.0,0.0,0.0,23784882176.0,326651904.0,7308451840.0,2.39017570304e+11,622.0,308.0,0.0,0.0,0.0,0.0,1579.0,7072.0,0.260,0.420,0.570,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:18,0.418,0.251,99.332,0.0,0.0,0.0,23785005056.0,326651904.0,7308455936.0,2.39017443328e+11,872.0,616.0,0.0,24576.0,0.0,4.0,1308.0,4949.0,0.260,0.420,0.570,2.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:19,0.749,0.582,98.655,0.0,0.0,0.014,23785459712.0,326651904.0,7308455936.0,2.39016988672e+11,3304.0,3252.0,0.0,163840.0,0.0,19.0,1530.0,6189.0,0.260,0.420,0.570,1.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:20,0.446,0.237,99.318,0.0,0.0,0.0,23785566208.0,326651904.0,7308460032.0,2.3901687808e+11,2196.0,1878.0,0.0,0.0,0.0,0.0,1435.0,5056.0,0.240,0.420,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:21,1.196,0.529,98.261,0.0,0.0,0.014,23784570880.0,326651904.0,7308574720.0,2.3901775872e+11,592.0,510.0,0.0,307200.0,0.0,3.0,2193.0,10724.0,0.240,0.420,0.570,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:22,0.501,0.320,99.179,0.0,0.0,0.0,23785492480.0,326651904.0,7308648448.0,2.39016763392e+11,420.0,260.0,0.0,73728.0,0.0,4.0,1325.0,4977.0,0.240,0.420,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:23,0.404,0.251,99.346,0.0,0.0,0.0,23785230336.0,326651904.0,7308648448.0,2.39017025536e+11,436.0,308.0,0.0,45056.0,0.0,10.0,1293.0,4744.0,0.240,0.420,0.570,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:24,0.557,0.279,99.164,0.0,0.0,0.0,23785463808.0,326651904.0,7308652544.0,2.39016787968e+11,4330.0,4754.0,0.0,155648.0,0.0,17.0,1569.0,5945.0,0.240,0.420,0.570,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:25,0.556,0.334,99.096,0.0,0.0,0.014,23785213952.0,326651904.0,7308652544.0,2.39017037824e+11,1112.0,790.0,0.0,0.0,0.0,0.0,1620.0,5507.0,0.220,0.410,0.560,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:26,0.778,0.403,98.805,0.0,0.0,0.014,23785058304.0,326651904.0,7308673024.0,2.39017172992e+11,3476.0,3762.0,0.0,24576.0,0.0,4.0,1745.0,6418.0,0.220,0.410,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:27,1.405,0.681,97.900,0.0,0.0,0.014,23792189440.0,326651904.0,7308754944.0,2.39009959936e+11,502.0,308.0,0.0,0.0,0.0,0.0,2207.0,7718.0,0.220,0.410,0.560,1.0,0.0,18.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:28,0.376,0.348,99.276,0.0,0.0,0.0,23790456832.0,326651904.0,7308759040.0,2.39011688448e+11,60.0,0.0,0.0,28672.0,0.0,4.0,1410.0,4927.0,0.220,0.410,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:29,0.599,0.293,99.108,0.0,0.0,0.0,23791050752.0,326651904.0,7308763136.0,2.39011090432e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1464.0,6135.0,0.220,0.410,0.560,1.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:30,0.571,0.251,99.178,0.0,0.0,0.0,23790542848.0,326651904.0,7308763136.0,2.39011598336e+11,394.0,0.0,0.0,86016.0,0.0,16.0,1570.0,5480.0,0.200,0.400,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:31,1.087,0.529,98.370,0.0,0.0,0.014,23790419968.0,326651904.0,7308886016.0,2.39011598336e+11,248.0,154.0,0.0,1015808.0,0.0,7.0,2070.0,10315.0,0.200,0.400,0.560,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:32,0.556,0.347,99.097,0.0,0.0,0.0,23789842432.0,326651904.0,7308943360.0,2.39012118528e+11,436.0,308.0,0.0,0.0,0.0,0.0,1492.0,4982.0,0.200,0.400,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:33,0.556,0.334,99.111,0.0,0.0,0.0,23789711360.0,326651904.0,7308943360.0,2.390122496e+11,360.0,308.0,0.0,45056.0,0.0,8.0,1425.0,5304.0,0.200,0.400,0.560,2.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:34,0.404,0.307,99.275,0.0,0.0,0.014,23789805568.0,326651904.0,7308947456.0,2.39012151296e+11,920.0,850.0,0.0,585728.0,0.0,25.0,1361.0,5713.0,0.200,0.400,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:35,0.542,0.333,99.097,0.0,0.0,0.028,23788900352.0,326651904.0,7308947456.0,2.39013056512e+11,748.0,616.0,0.0,0.0,0.0,0.0,1325.0,5257.0,0.270,0.410,0.560,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:36,0.791,0.500,98.695,0.0,0.0,0.014,23788998656.0,326651904.0,7308963840.0,2.39012941824e+11,1350.0,1018.0,0.0,0.0,0.0,0.0,1557.0,6533.0,0.270,0.410,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:37,0.847,0.458,98.696,0.0,0.0,0.0,23788662784.0,326651904.0,7309045760.0,2.39013195776e+11,758.0,294.0,0.0,28672.0,0.0,6.0,1598.0,6952.0,0.270,0.410,0.560,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:38,0.459,0.361,99.180,0.0,0.0,0.0,23789801472.0,326651904.0,7309049856.0,2.39012052992e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1298.0,4906.0,0.270,0.410,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:39,0.446,0.334,99.220,0.0,0.0,0.0,23790616576.0,326651904.0,7309049856.0,2.39011237888e+11,60.0,0.0,0.0,163840.0,0.0,19.0,1321.0,5398.0,0.270,0.410,0.560,1.0,0.0,2.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:40,0.680,0.347,98.973,0.0,0.0,0.0,23788195840.0,326651904.0,7309033472.0,2.39013675008e+11,1144.0,1332.0,0.0,53248.0,0.0,4.0,1519.0,5076.0,0.250,0.400,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:41,1.140,0.654,98.179,0.0,0.0,0.028,23787315200.0,326651904.0,7309127680.0,2.3901446144e+11,60.0,0.0,0.0,69632.0,0.0,14.0,2072.0,10184.0,0.250,0.400,0.560,4.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:42,0.514,0.334,99.152,0.0,0.0,0.0,23787737088.0,326651904.0,7309221888.0,2.39013945344e+11,60.0,0.0,0.0,0.0,0.0,0.0,1355.0,5124.0,0.250,0.400,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:43,0.375,0.348,99.277,0.0,0.0,0.0,23787008000.0,326651904.0,7309221888.0,2.39014674432e+11,60.0,0.0,0.0,90112.0,0.0,5.0,1241.0,4711.0,0.250,0.400,0.560,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:44,0.625,0.459,98.916,0.0,0.0,0.0,23787511808.0,326651904.0,7309221888.0,2.39014170624e+11,120.0,0.0,0.0,155648.0,0.0,17.0,1382.0,5889.0,0.250,0.400,0.560,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:45,0.445,0.264,99.276,0.0,0.0,0.014,23787126784.0,326651904.0,7309225984.0,2.39014551552e+11,60.0,0.0,0.0,0.0,0.0,0.0,1370.0,5302.0,0.230,0.400,0.550,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:46,0.735,0.555,98.682,0.0,0.0,0.028,23787229184.0,326651904.0,7309242368.0,2.39014432768e+11,120.0,0.0,0.0,0.0,0.0,0.0,1509.0,5953.0,0.230,0.400,0.550,1.0,0.0,1.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
02-01 14:06:47,0.695,0.362,98.943,0.0,0.0,0.0,23786774528.0,326651904.0,7309324288.0,2.39014805504e+11,60.0,0.0,0.0,0.0,0.0,0.0,1508.0,7015.0,0.230,0.400,0.550,1.0,0.0,0.0,0.0,0.0,22.0,786.0,0.0,4.0,208.0
